,appid,tags,genre
1470,529180,"['Open World', 'Survival', 'Massively Multiplayer', 'RPG', 'Sandbox', 'Adventure', 'Fantasy', 'Magic', 'Early Access', 'MMORPG', 'Action', 'Open World Survival Craft', 'Multiplayer', 'Dragons', 'Simulation', 'Crafting', 'Base-Building', 'Medieval', 'PvP', 'Singleplayer']","Action, Adventure, Massively Multiplayer, RPG, Simulation, Early Access"
1471,1149460,"['Survival', 'Open World Survival Craft', 'Online Co-Op', 'Multiplayer', 'Base-Building', 'Crafting', 'Exploration', 'Building', 'Open World', 'Co-op', 'First-Person', 'PvE', 'Space', 'Realistic', 'Mining', 'Third Person', 'Sandbox', 'Adventure', 'Nature', 'Science']","Action, Adventure, Simulation"
1472,252850,"['Early Access', 'Action', 'Indie', 'Sports', 'Parkour', 'Multiplayer']","Action, Indie, Sports, Early Access"
1473,515180,"['Simulation', 'Automobile Sim', 'Driving', 'Multiplayer', 'Realistic', 'Open World', 'Singleplayer', 'Co-op', 'First-Person', 'Management', 'Action', 'Strategy', 'Moddable', 'VR']",Simulation
1474,438180,"['Indie', 'Adventure', 'Platformer', 'Action', 'Casual', 'Pixel Graphics', 'Puzzle-Platformer', 'Retro', '2D']","Action, Adventure, Casual, Indie"
1475,1012880,"['Strategy', 'Survival', 'Simulation', 'Post-apocalyptic', 'Choices Matter', 'Casual', 'Adventure', 'Singleplayer', 'Indie', 'Comedy', 'Choose Your Own Adventure', 'Funny', 'Dark Comedy', 'Point & Click', 'Difficult', 'Remake', 'Text-Based', 'Rogue-lite', 'Horror', 'Cartoon']","Adventure, Casual, Indie, Simulation, Strategy"
1476,1810580,"['Early Access', 'Life Sim', 'Simulation', 'Survival', 'Realistic', 'Sandbox', 'Open World', 'Strategy', 'Choices Matter', 'Emotional', 'Resource Management', 'Management', 'Romance', 'Multiple Endings', 'Character Customization', 'Story Rich', 'Adventure', 'Singleplayer', 'Atmospheric', 'Choose Your Own Adventure']","Simulation, Strategy, Early Access"
1477,351970,"['JRPG', 'Anime', 'RPG', 'Fantasy', 'Story Rich', 'Open World', 'Action RPG', 'Adventure', 'Great Soundtrack', 'Singleplayer', 'Action', 'Co-op', 'Multiplayer', 'Action-Adventure', 'Local Co-Op', 'Atmospheric', 'Cute', 'Hack and Slash', 'Third Person', 'Character Customization']",RPG
1478,200900,"['Platformer', 'Metroidvania', 'Indie', 'Great Soundtrack', 'Pixel Graphics', 'Action', 'Adventure', '2D', 'Singleplayer', 'Retro', 'Classic', 'Exploration', 'Replay Value', 'Difficult', 'Story Rich', 'Shooter', 'Remake', 'Cute', 'Sci-fi', 'Anime']","Action, Adventure, Indie"
1479,446800,"['Simulation', 'Management', 'Economy', 'Trains', 'Strategy', 'Building', 'Sandbox', 'Singleplayer', 'City Builder', 'Open World', 'Moddable', 'Realistic', 'Transportation', 'Resource Management', 'Flight', 'Indie', 'Driving', 'Relaxing', 'Adventure', 'Multiplayer']",Simulation
1480,1118310,"['Free to Play', 'Retro', 'Software', 'Multiplayer', 'Singleplayer', 'Arcade', 'Classic', 'Local Multiplayer', 'Simulation', 'Old School', '2D', 'Co-op', 'Pixel Graphics', ""1990's"", 'Psychological Horror', 'Sexual Content']",Free to Play
1481,299740,"['Open World Survival Craft', 'Survival', 'Open World', 'Multiplayer', 'Zombies', 'Post-apocalyptic', 'Crafting', 'Massively Multiplayer', 'PvP', 'Action', 'Co-op', 'Sandbox', 'Early Access', 'Simulation', 'FPS', 'First-Person', 'Horror', 'Indie', 'Walking Simulator', 'Singleplayer']","Action, Adventure, Indie, Massively Multiplayer, RPG, Simulation, Strategy"
1482,946050,"['Free to Play', 'RPG', 'Idler', 'Casual', 'Pixel Graphics', 'Indie', 'Dungeon Crawler', '2D', 'Turn-Based', 'Strategy RPG', 'Comedy', 'Turn-Based Combat', 'Fantasy', 'Simulation', 'Clicker', 'Singleplayer', 'Adventure', 'Medieval', 'Action', 'Strategy']","Casual, Free to Play, Indie, RPG"
1483,732370,"['Action', 'Indie', 'Adventure', 'RPG', 'Action Roguelike', 'Casual', 'Rogue-like', 'Cute', 'Rogue-lite', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'Twin Stick Shooter', 'Co-op', ""Shoot 'Em Up"", 'Shooter', 'Cartoony', 'Colorful', 'Singleplayer', 'Top-Down']","Action, Adventure, Casual, Indie, RPG"
1484,365300,"['Free to Play', 'Action', 'Shooter', 'Zombies', 'Horror', 'Multiplayer', 'First-Person', 'FPS', 'Singleplayer', 'Mod', 'Atmospheric', 'Indie', 'Survival', 'Sci-fi', 'Short', 'Puzzle', 'Adventure', 'Open World', 'Co-op', 'Walking Simulator']","Action, Free to Play, Indie"
1485,6980,"['Stealth', 'Action', 'Atmospheric', 'Steampunk', 'First-Person', 'Classic', 'Dark', 'Third Person', 'Story Rich', 'Horror', 'Singleplayer', 'Fantasy', 'Immersive Sim', 'Dark Fantasy', 'Adventure', 'Medieval', 'Immersive', 'Open World', 'FPS', 'RPG']",Action
1486,418340,"['Action', 'Hack and Slash', 'Anime', 'Female Protagonist', 'Co-op', 'Multiplayer', 'Adventure', 'Great Soundtrack', 'Online Co-Op', 'Indie', ""Beat 'em up"", 'Third Person', 'Fighting', 'Early Access', 'Spectacle fighter', 'Cute', 'Action RPG', 'Fantasy', 'Team-Based', 'Singleplayer']","Action, Adventure, Indie"
1487,625340,"['Survival', 'Open World', 'Multiplayer', 'Free to Play', 'Massively Multiplayer', 'Action', 'Shooter', 'FPS', 'Adventure', 'Indie', 'Third-Person Shooter', 'PvP', 'Building', 'Early Access', 'Co-op', 'First-Person', 'Violent', 'PvE', 'Fast-Paced', 'Third Person']","Action, Adventure, Free to Play, Indie, Massively Multiplayer, Simulation, Strategy"
1488,999220,"['Horror', 'Survival Horror', 'Psychological Horror', 'Gore', 'Atmospheric', 'Puzzle', 'First-Person', 'Nudity', 'Lovecraftian', 'Story Rich', 'Dark', 'Adventure', 'Indie', 'Singleplayer', 'Action', 'Exploration', 'Stealth', 'Physics', 'Walking Simulator', 'Female Protagonist']","Adventure, Indie"
1489,203630,"['Strategy', 'Turn-Based Strategy', 'Fantasy', 'Turn-Based', '4X', 'Magic', 'Hex Grid', 'Multiplayer', 'Singleplayer', 'RPG']",Strategy
1490,973580,"['Action', 'Sniper', 'Singleplayer', 'Shooter', 'Multiplayer', 'Stealth', 'FPS', 'Military', 'First-Person', 'Assassin', 'Gore', 'Violent', 'Realistic', 'Gun Customization', 'Tactical', 'Open World', 'Difficult', 'Atmospheric', 'PvP', 'Replay Value']",Action
1491,1397920,"['Free to Play', 'Casual', 'Idler', 'Clicker', 'Mining', 'Simulation', '2D', 'Resource Management', 'Singleplayer', 'Indie', 'Multiplayer', 'Cartoony', 'Survival', 'Psychological Horror']","Casual, Free to Play, Indie, Simulation"
1492,232910,"['Racing', 'Multiplayer', 'Automobile Sim', 'Level Editor', 'Time Attack', 'Sports', 'Arcade', 'Singleplayer', 'Local Multiplayer', 'e-sports', 'Fast-Paced', 'Competitive', 'Sandbox', 'Split Screen', 'Driving', 'Action', 'Simulation', 'Great Soundtrack', 'Controller']","Racing, Sports"
1493,798420,"['Free to Play', 'Fishing', 'Simulation', 'Multiplayer', 'Massively Multiplayer', 'Casual', 'Action', 'Open World', 'Sports', 'Realistic', 'Adventure', 'Family Friendly', 'Singleplayer', 'Relaxing', 'Atmospheric', 'Online Co-Op', 'First-Person', 'Indie', 'Exploration']","Action, Casual, Free to Play, Massively Multiplayer, Simulation, Sports"
1494,420530,"['Story Rich', 'Pixel Graphics', 'Great Soundtrack', 'Indie', 'Cute', 'Atmospheric', 'Choices Matter', 'Singleplayer', 'Puzzle', 'Adventure', 'Multiple Endings', 'RPGMaker', '2D', 'Surreal', 'RPG', 'Exploration', 'Replay Value', 'Casual', 'Psychological Horror', 'Anime']","Adventure, Casual, Indie"
1495,847370,"['Action', 'Open World', 'Character Customization', 'Parkour', 'Third-Person Shooter', 'Funny', 'Adventure', 'Singleplayer', 'Comedy', 'Violent', 'Colorful', 'Zombies', 'Great Soundtrack', 'Post-apocalyptic', 'Third Person', 'Shooter', 'Fast-Paced', 'Sandbox', 'Female Protagonist', '3D Platformer']","Action, Adventure"
1496,533540,"['Sexual Content', 'Nudity', 'Free to Play', 'Anime', 'Mature', 'Clicker', 'Casual', 'Indie', 'Hentai', 'Visual Novel', 'NSFW', 'Idler', 'Singleplayer', 'Cute', 'Fantasy', 'Psychological Horror', 'Story Rich']","Casual, Free to Play, Indie"
1497,282100,"['RPG', 'Indie', 'Casual', 'Adventure', 'Action', 'Turn-Based', 'Fantasy', 'Singleplayer', 'Horror', 'Touch-Friendly', 'Anime', 'Funny', 'Comedy']","Action, Adventure, Casual, Indie, RPG"
1498,562810,"['Multiplayer', 'Board Game', 'Casual', 'Tabletop', 'Family Friendly', 'Local Multiplayer', 'Singleplayer', 'Turn-Based', 'Strategy', 'Classic', 'Capitalism', 'Violent', 'Economy', 'Local Co-Op', 'Memes', 'Cold War', 'Survival Horror', 'Simulation', 'Funny', 'Souls-like']",Casual
1499,1605220,"['Economy', 'Diplomacy', 'Political', 'Building', 'Strategy', 'RTS', '4X', 'Base-Building', 'War', 'Early Access', 'Tactical', 'Real-Time with Pause', 'Real Time Tactics', 'Resource Management', 'Grand Strategy', 'Politics', 'Combat', 'Military', 'Exploration', 'Lore-Rich']","Strategy, Early Access"
1500,305260,"['Strategy', 'Free to Play', 'Multiplayer', 'World War II', 'Action', 'Casual', 'Tower Defense', 'Singleplayer', 'War', 'Building', 'Co-op', 'Online Co-Op', 'RPG', 'Adventure', 'Funny', 'Shooter', 'Indie', '2D', 'Gore', 'Base-Building']","Free to Play, Simulation, Strategy"
1501,559650,"['Multiplayer', 'Funny', 'Casual', 'Action', 'Indie', 'Hidden Object', 'Online Co-Op', 'Survival', 'Stealth', 'Early Access', 'Fantasy', 'Co-op', 'First-Person', 'Team-Based', 'Family Friendly', 'Strategy', 'PvP', 'Open World', 'Atmospheric', 'Magic']","Action, Casual, Indie"
1502,64000,"['Strategy', 'World War II', 'Tactical', 'War', 'RTS', 'Multiplayer', 'Military', 'Realistic', 'Real Time Tactics', 'Action', 'Co-op', 'Historical', 'Simulation', 'Moddable', 'Tanks', 'Destruction', 'Singleplayer', 'Level Editor', 'Epic', 'Sandbox']",Strategy
1503,773951,"['Action', 'Strategy', 'Shooter', 'FPS', 'RPG', 'First-Person', 'Open World', 'Sandbox', 'Indie', 'Singleplayer', 'War', 'Tactical', 'Military', 'Realistic', 'RTS', 'Early Access', 'Mature', 'Real-Time', 'Simulation', 'Violent']","Action, Indie, RPG, Strategy"
1504,443810,"['Strategy', 'Management', 'Story Rich', 'Crime', 'Choices Matter', 'Singleplayer', 'Indie', 'Simulation', 'Noir', 'Detective', 'Atmospheric', 'Adventure', 'Mature', 'Great Soundtrack', 'Political', 'Villain Protagonist', 'Visual Novel', 'Kickstarter', 'Memes', 'Sexual Content']","Adventure, Indie, Strategy"
1505,939400,"['Dating Sim', 'Choices Matter', 'Romance', 'Great Soundtrack', 'Story Rich', 'Visual Novel', 'Multiple Endings', 'Cute', 'Beautiful', 'Simulation', 'Casual', 'Indie', 'RPG', 'Adventure', 'Early Access', 'Interactive Fiction', 'Puzzle', '2D', 'Stylized', 'Anime']","Adventure, Indie, RPG, Simulation"
1506,345180,"['Action RPG', 'Hack and Slash', 'RPG', 'Adventure', 'Co-op', 'Isometric', 'Action', 'Loot', 'Multiplayer', 'Dungeon Crawler', 'Indie', 'Local Co-Op', 'Controller', 'Fantasy', 'Online Co-Op', 'Singleplayer', 'Dark Fantasy', 'Top-Down', 'Difficult', 'Steampunk']","Action, Adventure, Indie, RPG"
1507,442120,"['Pinball', 'Free to Play', 'Simulation', 'Arcade', 'Casual', 'Retro', 'Physics', 'Score Attack', 'Family Friendly', 'Singleplayer', 'Multiplayer', 'Relaxing', ""1990's"", 'Local Multiplayer', 'Top-Down', 'Replay Value', 'Colorful', 'Realistic', '1980s', 'Sports']",Simulation
1508,288160,"['Puzzle', 'Mystery', 'Point & Click', 'Atmospheric', 'Singleplayer', 'Adventure', 'Indie', 'Hidden Object', 'Short', 'Horror', 'Casual', 'First-Person', 'Beautiful', 'Steampunk', 'Dark', 'Lovecraftian', 'Escape Room', 'Touch-Friendly', 'Story Rich', 'Psychological Horror']","Adventure, Indie"
1509,256290,"['RPG', 'Fantasy', 'Great Soundtrack', 'Female Protagonist', 'Turn-Based', 'Platformer', 'Adventure', '2D', 'Atmospheric', 'Story Rich', 'Hand-drawn', 'Beautiful', 'Singleplayer', 'Cute', 'Side Scroller', 'Local Co-Op', 'Turn-Based Strategy', 'Indie', 'Casual', 'Action']",RPG
1510,332800,"['Horror', 'Singleplayer', 'Survival Horror', 'Robots', 'Psychological Horror', 'Difficult', 'First-Person', 'Dark', 'Indie', 'Survival', 'Point & Click', 'Strategy', 'Atmospheric', 'Story Rich', 'Mystery', 'Fast-Paced', 'Resource Management', 'Jump Scare', 'Historical', 'Perma Death']",Indie
1511,402570,"['Free to Play', 'Multiplayer', 'Strategy', 'Turn-Based Tactics', 'Turn-Based', 'PvP', 'Tactical', 'Online Co-Op', 'Turn-Based Combat', 'MOBA', 'Action', 'Competitive', 'Sci-fi', 'Turn-Based Strategy', 'Co-op', 'Funny', 'Shooter', 'Singleplayer', 'Early Access', 'Survival']","Free to Play, Strategy"
1512,1262240,"['Third-Person Shooter', 'Multiplayer', 'Zombies', 'Hero Shooter', 'Shooter', 'Casual', 'PvE', 'Funny', 'Action', 'Tower Defense', 'PvP', 'Strategy', 'Online Co-Op', 'Singleplayer', 'Tactical', 'Anime', 'Co-op', 'Psychological Horror', 'Family Friendly', 'Horror']","Action, Casual, Strategy"
1513,451340,"['Simulation', 'Mining', 'Singleplayer', 'Realistic', 'Open World', 'Indie', 'Driving', 'Sandbox', 'Economy', 'Building', 'First-Person', 'Exploration', 'Strategy', 'Automobile Sim', 'Management', 'Adventure', 'Funny', 'Relaxing', 'Casual', 'Difficult']","Indie, Simulation"
1514,1843760,"['Tower Defense', 'Strategy', 'Casual', 'Rogue-like', 'Procedural Generation', '3D', 'Base-Building', 'Minimalist', 'Singleplayer', 'Rogue-lite', 'Colorful', 'Building', 'Isometric', 'Cartoony', 'Fantasy', 'Medieval', 'Magic']","Casual, Strategy"
1515,311290,"['RPG', 'Strategy', 'RTS', 'Fantasy', 'Singleplayer', 'Multiplayer', 'Open World', 'Co-op', 'Atmospheric', 'Great Soundtrack', 'Character Customization', 'Adventure', 'Isometric', 'Story Rich', 'Building', 'Nudity', 'CRPG', 'Action', 'Base-Building', 'Magic']","RPG, Strategy"
1516,39200,"['RPG', 'Fantasy', 'Action RPG', 'Hack and Slash', 'Singleplayer', 'Adventure', 'Party-Based RPG', 'Classic', 'Action', 'Co-op', 'Isometric', 'Real-Time with Pause', 'Multiplayer', 'Dungeon Crawler', 'Loot']",RPG
1517,514900,"['Cyberpunk', 'Psychological Horror', 'Horror', 'Atmospheric', 'Sci-fi', 'Story Rich', 'First-Person', 'Walking Simulator', 'Adventure', 'Detective', 'Dystopian ', 'Singleplayer', 'Futuristic', 'Indie', 'Violent', 'Dark', 'Gore', 'Stealth', 'Nudity', 'Survival']","Adventure, Indie"
1518,40300,"['RPG', 'Open World', 'Gothic', 'Fantasy', 'Adventure', 'Singleplayer', 'Atmospheric', 'Third Person', 'Exploration', 'Action', 'Magic', 'Dark Fantasy', 'Action RPG', 'Story Rich', 'Great Soundtrack', 'Medieval', 'Difficult', 'Sandbox', 'Character Customization', 'Classic']",RPG
1519,1674470,"['Action', 'MMORPG', 'Open World', 'Combat', 'Adventure', 'PvP', 'PvE', '3D', 'Realistic', 'Fantasy', 'Character Customization', 'Sci-fi', 'Futuristic', 'Crafting', 'Hack and Slash', 'Co-op', 'Massively Multiplayer', 'Free to Play', 'Online Co-Op', 'Multiplayer']","Action, Adventure, Free to Play, Massively Multiplayer"
1520,1475380,"['Anime', 'Action', 'Third-Person Shooter', 'Shooter', 'Cute', 'Time Manipulation', 'Adventure', 'Singleplayer', 'Bullet Hell', 'Hero Shooter', '3D', 'Third Person', 'Robots', 'Free to Play', 'Atmospheric', 'Cyberpunk', 'Dark', 'Tactical', 'Futuristic', 'PvE']","Action, Adventure, Free to Play, Indie"
1521,502520,"['Strategy', 'War', 'Historical', 'RTS', 'Simulation', 'Tactical', 'Wargame', 'Military', 'America', 'Singleplayer', 'Indie', 'Real Time Tactics', 'Grand Strategy', 'Realistic', 'Tabletop', 'Atmospheric', 'Turn-Based Strategy', 'Strategy RPG', 'Early Access', 'Board Game']","Indie, Simulation, Strategy"
1522,487220,"['Casual', 'Indie', 'Arcade', '2D', 'Singleplayer']","Casual, Indie"
1523,234330,"['Puzzle', 'Match 3', 'Superhero', 'RPG', 'Free to Play', 'Turn-Based', 'PvE', 'Asynchronous Multiplayer', 'Addictive', 'Comic Book', 'PvP', 'Strategy RPG', 'Character Customization', 'Funny', 'Party-Based RPG', 'Singleplayer', 'Casual', 'Strategy', 'Touch-Friendly', 'Multiplayer']","Casual, Free to Play, RPG"
1524,874240,"['Free to Play', 'Massively Multiplayer', 'RPG', 'Hack and Slash', 'MMORPG', 'Adventure', 'Action', 'Fantasy', 'Action RPG', 'Multiplayer', 'PvP', 'Loot', 'Sexual Content', 'Dark Fantasy', 'Online Co-Op', 'PvE', 'Addictive', 'Nudity', 'Character Customization', 'Anime']","Action, Adventure, Free to Play, Massively Multiplayer, RPG"
1525,493900,"['Strategy', 'Simulation', 'Villain Protagonist', 'RTS', 'Base-Building', 'God Game', 'Female Protagonist', 'Management', 'Comedy', 'Multiplayer', 'Economy', 'Funny', 'Singleplayer', 'Dark Fantasy', 'Dark Humor', 'Online Co-Op', 'Horror', 'Co-op Campaign', 'Real Time Tactics', 'Isometric']","Simulation, Strategy"
1526,94400,"['Local Multiplayer', 'Indie', 'Swordplay', 'Fighting', 'Action', 'Multiplayer', '2D Fighter', 'Pixel Graphics', 'PvP', '2D', 'Party Game', 'Fast-Paced', 'Sports', 'Competitive', 'Funny', 'Controller', 'Local Co-Op', 'Platformer', 'Great Soundtrack', 'GameMaker']","Action, Indie, Sports"
1527,650700,"['Free to Play', 'Indie', 'Psychological Horror', 'RPGMaker', 'Surreal', 'Horror', 'Exploration', 'Pixel Graphics', 'Atmospheric', 'Walking Simulator', 'Adventure', 'Cute', 'Female Protagonist', 'Dark', 'Psychological', '2D', 'Singleplayer', 'Casual', 'Silent Protagonist', 'Experimental']","Adventure, Casual, Free to Play, Indie"
1528,1966900,"['Early Access', 'Action Roguelike', 'Bullet Hell', ""Shoot 'Em Up"", 'Top-Down Shooter', 'Lovecraftian', 'Rogue-lite', 'Twin Stick Shooter', 'Rogue-like', 'Action RPG', 'Tutorial', '2D', 'RPG', 'Top-Down', 'Pixel Graphics', 'Action', 'Gun Customization', 'Controller', 'Dark Fantasy', 'Score Attack']","Action, Adventure, Casual, Indie, Strategy, Early Access"
1529,609320,"['Atmospheric', 'Adventure', 'Post-apocalyptic', 'Exploration', 'Singleplayer', '2.5D', 'Driving', 'Puzzle', 'Indie', 'Action', 'Story Rich', 'Short', 'Puzzle-Platformer', 'Survival', 'Platformer', 'Action-Adventure', 'Steampunk', 'Experience', 'Nature', 'Cinematic']","Action, Adventure, Indie"
1530,104200,"['Indie', 'Platformer', 'Adventure', '2D', 'Singleplayer', 'Physics', 'Puzzle', 'Action', 'Robots', 'Casual', 'Strategy', 'Great Soundtrack', 'Difficult', 'Shooter', ""Shoot 'Em Up"", 'Sci-fi', 'Family Friendly', 'Arcade', 'Funny', 'Atmospheric']","Adventure, Indie"
1531,438020,"['Indie', 'Strategy', 'Action', 'Top-Down']","Action, Indie, Strategy"
1532,422250,"['Indie', 'Casual', 'Action', 'Adventure', 'Bullet Hell', 'Space', ""Shoot 'Em Up"", 'Arcade']","Action, Adventure, Casual, Indie"
1533,362680,"['Psychological Horror', 'Story Rich', 'Point & Click', 'Puzzle', 'Horror', 'Adventure', 'Dark', 'Indie', 'Atmospheric', 'Singleplayer', 'Female Protagonist', 'Gore', 'Psychological', 'Surreal', 'Dark Fantasy', '2D', 'Fantasy', 'Hand-drawn', 'Great Soundtrack', 'Hidden Object']","Adventure, Indie"
1534,1302240,"['Early Access', 'Horror', 'Online Co-Op', 'Psychological Horror', 'Co-op', 'First-Person', 'Supernatural', 'Puzzle', 'Procedural Generation', 'Multiplayer', 'Action-Adventure', 'PvE', 'Atmospheric', 'Co-op Campaign', 'Character Customization', 'Controller', 'Realistic', 'Team-Based', 'Action', 'Lovecraftian']","Action, Adventure, Indie, Early Access"
1535,834530,"['Action', 'Adventure', 'Story Rich', 'RPG', ""Beat 'em up"", 'Open World', 'Singleplayer', 'Crime', 'Great Soundtrack', 'Violent', 'Minigames', 'Drama', 'Sexual Content', 'Comedy', 'Third Person', 'Remake', 'Atmospheric', 'Funny', 'JRPG', 'Anime']","Action, Adventure, RPG"
1536,546050,"['Puzzle', 'Casual', 'Competitive', 'Multiplayer', 'Action', 'Cute', 'Anime', 'Local Multiplayer', 'Colorful', 'Great Soundtrack', 'Arcade', '2D', 'Classic', '4 Player Local', 'Difficult', 'Female Protagonist', 'Funny', 'Singleplayer', 'Fighting', 'Comedy']","Action, Casual"
1537,973760,"['RPG', 'Adventure', 'Card Game', 'Story Rich', 'Singleplayer', 'Choices Matter', 'Female Protagonist', 'Fantasy', 'Great Soundtrack', 'Strategy', 'Isometric', 'Dark Fantasy', 'Puzzle', 'Medieval', 'Open World', 'Mature', 'Atmospheric', 'Turn-Based', 'Multiplayer', 'Sexual Content']","Adventure, RPG"
1538,578650,"['Open World', 'Action RPG', 'RPG', 'Exploration', 'FPS', 'Adventure', 'Singleplayer', 'Story Rich', 'Choices Matter', 'Sci-fi', 'First-Person', 'Shooter', 'Space', 'Action', 'Character Customization', 'PvE', 'Comedy', 'Action-Adventure', 'Colorful', 'Funny']",RPG
1539,1476970,"['Idler', 'Free to Play', 'MMORPG', 'Pixel Graphics', 'Massively Multiplayer', 'Simulation', 'Casual', '2D', 'RPG', 'Indie', 'Character Customization', 'Resource Management', 'Side Scroller', 'Early Access', 'PvE', 'Multiplayer', 'Old School', 'Funny', 'Clicker', 'Cute']","Casual, Free to Play, Indie, Massively Multiplayer, RPG, Simulation, Early Access"
1540,1189630,"['RPG', 'Indie', 'Martial Arts', 'Turn-Based', 'Female Protagonist', 'Turn-Based Combat', 'Time Management', 'Early Access', 'Simulation', 'Anime', 'Choices Matter', 'Dating Sim', 'Story Rich', 'Character Customization', 'Sexual Content']","Indie, RPG"
1541,231160,"['Puzzle', 'Sci-fi', 'Atmospheric', 'Indie', 'Space', 'Platformer', 'Puzzle-Platformer', 'Singleplayer', 'Adventure', 'Philosophical', 'Great Soundtrack', '2D', 'Psychological Horror', 'Metroidvania', 'Mystery', 'Exploration', 'Story Rich', 'Action', 'Side Scroller', 'Difficult']","Action, Adventure, Indie"
1542,941460,"['Early Access', 'Post-apocalyptic', 'Pixel Graphics', 'Exploration', 'Isometric', 'Local Co-Op', 'Story Rich', 'Action RPG', 'Atmospheric', 'Cyberpunk', 'RPG', 'Choices Matter', 'Open World', 'Old School', 'Character Customization', 'CRPG', 'Souls-like', 'Singleplayer', 'PvE', 'Lovecraftian']","Action, Indie, RPG, Early Access"
1543,519190,"['Survival', 'Open World', 'Multiplayer', 'Post-apocalyptic', 'Crafting', 'Shooter', 'Co-op', 'Action', 'RPG', 'Singleplayer', 'PvP', 'Atmospheric', 'Sandbox', 'Adventure', 'PvE', 'Third-Person Shooter', 'Early Access', 'Indie', 'Simulation', 'MMORPG']","Action, Indie, RPG"
1544,493490,"['Simulation', 'Driving', 'Automobile Sim', 'Survival Horror', 'Open World', 'Realistic', 'Multiplayer', 'Singleplayer', 'Racing', 'First-Person', 'Moddable', 'VR', 'Physics', 'Indie', 'Family Friendly', 'Psychological Horror', 'Education', 'Adventure', 'Casual', 'Action']","Indie, Racing, Simulation"
1545,250760,"['Platformer', 'Pixel Graphics', 'Retro', 'Great Soundtrack', 'Indie', '2D', 'Adventure', 'Action', 'Singleplayer', 'Difficult', 'Side Scroller', 'Kickstarter', 'Fantasy', 'Old School', 'Medieval', 'Funny', 'Arcade', 'Comedy', 'Metroidvania', 'RPG']","Action, Adventure, Indie"
1546,418530,"['Platformer', '2D Platformer', 'Perma Death', 'Online Co-Op', 'Difficult', 'Co-op', 'Action Roguelike', 'Indie', 'Replay Value', 'Procedural Generation', '4 Player Local', 'PvP', 'Local Co-Op', 'Rogue-lite', 'Action', '2D', 'Rogue-like', 'Cute', 'Side Scroller', 'Funny']","Action, Indie"
1547,298180,"['RPG', 'Adventure', 'Free to Play', 'Robots', 'Indie', 'Platformer', 'Action', 'Sci-fi', '2D', 'Singleplayer', 'Atmospheric', 'Horror', 'Great Soundtrack', 'Story Rich', 'Surreal', 'Cyberpunk', 'Metroidvania', 'Psychological Horror', 'Multiplayer', 'Cute']","Action, Adventure, Indie, RPG"
1548,670290,"['Sports', 'Pool', 'Simulation', 'Free to Play', 'Multiplayer', 'Casual', 'Indie', 'Massively Multiplayer', 'Strategy', 'Shooter', 'Relaxing', 'VR', 'FPS', 'Funny', 'Action', 'Singleplayer', 'PvP', '3D', 'Retro', 'Co-op']","Action, Casual, Free to Play, Indie, Massively Multiplayer, Simulation, Sports, Strategy"
1549,283640,"['Souls-like', 'Metroidvania', 'Dark Fantasy', 'Difficult', '2D', 'RPG', 'Action', 'Platformer', 'Indie', 'Local Co-Op', 'Atmospheric', 'Dark', 'Action RPG', 'Side Scroller', 'Co-op', 'Gore', 'Singleplayer', 'Adventure', 'Horror', 'Story Rich']","Action, Indie, RPG"
1550,1490890,"['Anime', 'Action', 'Adventure', '3D Fighter', 'Action-Adventure', '3D', 'Demons', '2D Fighter', 'Cartoon', 'Colorful', 'Cinematic', 'Comic Book', 'PvP', 'Drama', 'Multiplayer', 'Emotional', 'Combat', 'Foreign', 'Controller', 'Quick-Time Events']","Action, Adventure"
1551,970830,"['RPG', 'Turn-Based Tactics', 'Adventure', 'Singleplayer', 'Turn-Based', 'Strategy', 'Turn-Based Strategy', 'Action', 'Character Customization', 'Dungeon Crawler', 'Indie', 'Funny', 'Difficult', 'Tactical', 'Third Person', 'Story Rich', 'Sexual Content', 'Fantasy', 'Atmospheric', 'Great Soundtrack']","Action, Adventure, Indie, RPG, Strategy"
1552,428690,"['Management', 'Singleplayer', 'Character Customization', 'Life Sim', 'Casual', 'Adventure', 'Comedy', 'Memes', 'Simulation', 'Family Friendly', 'Funny', 'Time Management', 'Indie', 'Cartoon', 'Resource Management', 'Female Protagonist', 'Strategy', 'Realistic', 'Open World', 'Sandbox']","Adventure, Casual, Indie, Simulation, Strategy"
1553,544330,"['3D Platformer', 'Indie', 'Adventure', 'Puzzle-Platformer', 'Wholesome', 'Casual', 'Cute', 'Difficult', 'Platformer', 'Physics', 'Family Friendly', 'Singleplayer', 'Puzzle', 'Cozy', 'Colorful', 'Exploration', 'Collectathon', 'Action', 'Simulation', 'Atmospheric']","Adventure, Casual, Indie"
1554,1041320,"['Free to Play', 'Strategy', 'Massively Multiplayer', 'Gore', 'Anime', 'War', 'RPG', 'Multiplayer', 'NSFW', 'LGBTQ+', 'Memes', 'Illuminati', 'RTS', 'Casual', 'Family Friendly', 'MMORPG', 'Mature', 'Female Protagonist', 'Dating Sim', 'Souls-like']","Massively Multiplayer, RPG, Strategy"
