,appid,tags,genre
486,337000,"['Cyberpunk', 'Stealth', 'RPG', 'Sci-fi', 'Story Rich', 'Action', 'Atmospheric', 'Singleplayer', 'Futuristic', 'First-Person', 'Illuminati', 'FPS', 'Great Soundtrack', 'Shooter', 'Open World', 'Conspiracy', 'Immersive Sim', 'Dystopian ', 'Transhumanism', 'Adventure']","Action, RPG"
487,1619450,"['Action', 'Adventure', 'Action RPG', 'Action-Adventure', '3D Platformer', 'FPS', 'Souls-like', 'Third-Person Shooter', '3D', 'First-Person', 'Realistic', 'Archery', 'Atmospheric', 'Dark Fantasy', 'Dark Humor', 'Demons', 'Fantasy', 'Historical', 'Magic', 'Mystery']","Action, Adventure, Indie, RPG"
488,22370,"['Open World', 'RPG', 'Post-apocalyptic', 'Singleplayer', 'Moddable', 'First-Person', 'Sci-fi', 'FPS', 'Adventure', 'Action', 'Exploration', 'Replay Value', 'Atmospheric', 'Third Person', 'Sandbox', 'Story Rich', 'Shooter', 'Cult Classic', 'Action RPG', 'Great Soundtrack']",RPG
489,204450,"['Western', 'FPS', 'Action', 'Shooter', 'Singleplayer', 'Story Rich', 'Bullet Time', 'Comedy', 'First-Person', 'Narration', 'Adventure', 'Dynamic Narration', 'Funny', 'Violent', 'Atmospheric', 'Arcade', 'Gore', 'America', 'Alternate History', 'Historical']",Action
490,38400,"['RPG', 'Post-apocalyptic', 'Classic', 'Open World', 'Isometric', 'Turn-Based', 'Turn-Based Combat', 'Singleplayer', 'Sci-fi', 'Atmospheric', 'Multiple Endings', 'Retro', ""1990's"", 'CRPG', 'Adventure', 'Exploration', '2D', 'Difficult', 'Tactical', 'Sandbox']",RPG
491,40800,"['Precision Platformer', 'Platformer', 'Difficult', 'Indie', '2D Platformer', 'Pixel Graphics', '2D', 'Singleplayer', 'Great Soundtrack', 'Fast-Paced', 'Retro', 'Controller', 'Unforgiving', 'Gore', 'Action', 'Time Attack', 'Funny', 'Comedy', 'Side Scroller', 'Replay Value']",Indie
492,464920,"['Colony Sim', 'City Builder', 'Strategy', 'Survival', 'Space', 'Base-Building', 'Mars', 'Simulation', 'Sci-fi', 'Resource Management', 'Singleplayer', 'Building', 'Management', 'Sandbox', 'Space Sim', 'Futuristic', 'RTS', 'Open World', 'Great Soundtrack', 'Moddable']","Simulation, Strategy"
493,1128810,"['Free to Play', 'Board Game', 'Multiplayer', 'Strategy', 'Turn-Based Strategy', 'War', 'Turn-Based', 'Casual', 'Tactical', 'Singleplayer', 'Turn-Based Tactics', 'Tabletop', 'Local Co-Op', 'Classic', 'Indie', 'Online Co-Op', 'Grand Strategy', 'Local Multiplayer', 'Psychological Horror', 'Massively Multiplayer']","Casual, Free to Play, Strategy"
494,787860,"['Simulation', 'Farming Sim', 'Multiplayer', 'Agriculture', 'Realistic', 'Open World', 'Driving', 'Singleplayer', 'Management', 'Automobile Sim', 'Moddable', 'Co-op', 'Resource Management', 'Relaxing', 'First-Person', 'Online Co-Op', 'Economy', 'Family Friendly', 'Atmospheric', 'Strategy']",Simulation
495,552520,"['Open World', 'Co-op', 'Action', 'Multiplayer', 'FPS', 'Shooter', 'Adventure', 'Singleplayer', 'First-Person', 'Story Rich', 'Survival', 'Stealth', 'America', 'Exploration', 'Hunting', 'Atmospheric', 'Character Customization', 'Great Soundtrack', 'Sexual Content', 'Nudity']","Action, Adventure"
496,1817070,"['Superhero', 'Open World', 'Action', 'Singleplayer', 'Adventure', 'Story Rich', 'Combat', 'Action-Adventure', 'Third Person', 'Comic Book', 'Parkour', 'Exploration', 'Beautiful', 'Casual', 'Great Soundtrack', 'Stealth', 'Funny', 'Atmospheric', 'Sci-fi', 'Multiplayer']","Action, Adventure, Casual"
497,678960,"['Souls-like', 'Anime', 'Character Customization', 'Action RPG', 'JRPG', 'Co-op', 'Third Person', 'Action', 'Singleplayer', 'Difficult', 'RPG', 'Vampire', 'Dark Fantasy', 'Multiplayer', 'Post-apocalyptic', 'Online Co-Op', 'Hack and Slash', 'Violent', 'Adventure', 'Gore']","Action, RPG"
498,266840,"['Strategy', 'Mythology', 'RTS', 'Classic', 'Multiplayer', 'Nostalgia', 'Great Soundtrack', 'Epic', 'Singleplayer', 'Fantasy', 'Simulation', 'Historical', 'Atmospheric', 'Real-Time', 'Tactical', 'Story Rich', 'Adventure', 'Co-op', 'Remake', 'Action']","Simulation, Strategy"
499,238010,"['Cyberpunk', 'Stealth', 'RPG', 'Sci-fi', 'FPS', 'Action', 'Singleplayer', 'Story Rich', 'Great Soundtrack', 'Transhumanism', 'Dystopian ', 'First-Person', 'Atmospheric', 'Adventure', 'Inventory Management', 'Immersive', 'Shooter', 'Immersive Sim', 'Futuristic', 'Replay Value']","Action, RPG"
500,261570,"['Great Soundtrack', 'Atmospheric', 'Platformer', 'Adventure', 'Story Rich', 'Metroidvania', 'Fantasy', 'Cute', '2D', 'Singleplayer', 'Difficult', 'Action', 'Indie', 'Puzzle-Platformer', 'Puzzle', 'Exploration', 'Side Scroller', 'Open World', 'Family Friendly', 'RPG']",Action
501,269210,"['RPG', 'Action Roguelike', 'Hack and Slash', 'Pixel Graphics', 'Rogue-like', 'Multiplayer', 'Indie', 'Action', 'Co-op', 'Adventure', 'Local Co-Op', '2D', 'Rogue-lite', 'Top-Down', 'Action RPG', 'Massively Multiplayer', 'Bullet Hell', 'Singleplayer', 'Controller', 'Difficult']","Action, Adventure, Indie, Massively Multiplayer, RPG"
502,424280,"['Free to Play', '2D Fighter', 'Funny', 'Action', 'Fighting', 'Gore', '2D', 'Indie', 'Singleplayer', 'Cartoon', 'Blood', 'Survival', 'Violent', ""Beat 'em up"", 'Fast-Paced', 'Casual', 'Arcade', 'Cute', 'Difficult', 'Co-op']","Action, Free to Play, Indie"
503,47780,"['Horror', 'Survival Horror', 'Third-Person Shooter', 'Shooter', 'Third Person', 'Survival', 'Action', 'Story Rich', 'Sci-fi', 'Space', 'Atmospheric', 'Singleplayer', 'Aliens', 'Futuristic', 'Multiplayer', 'Adventure', 'Combat', 'Gore', 'Co-op', 'Blood']","Action, Adventure"
504,976310,"['Fighting', 'Gore', 'Violent', 'Multiplayer', 'Blood', 'Action', '2D Fighter', 'Mature', 'Competitive', 'Local Multiplayer', 'Character Customization', 'Singleplayer', 'Story Rich', 'Great Soundtrack', 'Atmospheric', 'Sexual Content', 'Arcade', 'Cute', '2.5D', 'Horror']",Action
505,1259420,"['Open World', 'Zombies', 'Post-apocalyptic', 'Singleplayer', 'Survival', 'Multiplayer', 'Action', 'Action-Adventure', 'Third Person', 'Open World Survival Craft', 'Adventure', 'Horror', 'Story Rich', 'Crafting', 'Motorbike', 'Survival Horror', 'Third-Person Shooter', 'Violent', 'Gore', 'Cinematic']","Action, Adventure"
506,686810,"['Shooter', 'Action', 'FPS', 'World War II', 'Realistic', 'Multiplayer', 'War', 'Singleplayer', 'Military', 'Tactical', 'Simulation', 'First-Person', 'Massively Multiplayer', 'PvP', 'Strategy', 'Historical', 'Gore', 'Mature', 'Violent', 'Indie']","Action, Indie, Massively Multiplayer, Simulation, Strategy"
507,19680,"['3D Platformer', 'Horror', 'Hack and Slash', 'Female Protagonist', 'Action-Adventure', 'Dark Fantasy', 'Platformer', 'Third Person', 'Singleplayer', 'Noir', 'Surreal', 'Story Rich', 'Action', 'Gothic', 'Based On A Novel', 'Fantasy', 'Psychological', 'Atmospheric', 'Adventure', 'Supernatural']","Action, Adventure"
508,1274570,"['Horror', 'Online Co-Op', 'Multiplayer', 'Survival Horror', 'Co-op', 'Sexual Content', 'Dark', 'Psychological Horror', 'Survival', 'First-Person', 'Indie', 'Atmospheric', 'Difficult', 'Puzzle', 'Singleplayer', 'Gore', 'Stealth', 'Violent', 'Action', 'VR']",Indie
509,254700,"['Inventory Management', 'Survival Horror', 'Action', 'Zombies', 'Horror', 'Third-Person Shooter', 'Singleplayer', 'Adventure', 'Classic', 'Third Person', 'Quick-Time Events', 'Atmospheric', 'Survival', 'Shooter', 'Gore', 'Remake', 'Replay Value', 'Great Soundtrack', 'Difficult', 'Multiplayer']","Action, Adventure"
510,204100,"['Action', 'Third-Person Shooter', 'Bullet Time', 'Story Rich', 'Multiplayer', 'Shooter', 'Cinematic', 'Third Person', 'Noir', 'Singleplayer', 'Great Soundtrack', 'Atmospheric', 'Violent', 'Nudity', 'Adventure', 'Dark', 'Linear', 'Drama', 'Open World', 'Co-op']",Action
511,12200,"['Open World', 'Action', 'Adventure', 'Third Person', 'Comedy', 'Singleplayer', 'Great Soundtrack', 'Funny', 'Classic', 'Dark Humor', 'Sandbox', 'Story Rich', 'Satire', 'Atmospheric', 'Exploration', 'Mature', 'Simulation', 'Controller', 'Multiplayer', 'RPG']","Action, Adventure"
512,823130,"['Multiplayer', 'Physics', 'Indie', 'Character Customization', 'Massively Multiplayer', 'Family Friendly', 'Simulation', 'Strategy', 'Battle Royale', 'FPS', 'Shooter', 'Memes', 'Action', 'PvP', 'Co-op', 'Team-Based', 'Survival', 'Parody ', 'Sandbox', 'Open World']","Action, Free to Play, Indie"
513,1167630,"['Destruction', 'Physics', 'Sandbox', 'Voxel', 'First-Person', 'Heist', 'Open World', 'Singleplayer', 'Realistic', 'Simulation', 'Action', '3D', 'Puzzle', 'Driving', 'Indie', 'Tactical', 'Replay Value', 'Immersive Sim', 'Puzzle-Platformer', 'Runner']","Action, Indie, Simulation, Strategy"
514,1144200,"['Tactical', 'Realistic', 'FPS', 'Multiplayer', 'Shooter', 'Co-op', 'Singleplayer', 'First-Person', 'Action', 'Violent', 'Horror', 'Gun Customization', 'Combat', 'Crime', 'Modern', 'Gore', 'Atmospheric', 'America', 'Co-op Campaign', 'Early Access']","Action, Adventure, Indie, Early Access"
515,57690,"['City Builder', 'Simulation', 'Strategy', 'Management', 'Comedy', 'Sandbox', 'Singleplayer', 'Great Soundtrack', 'Economy', 'Real-Time with Pause', 'Politics', 'Building', 'Resource Management', 'Political', 'Funny', 'Cold War', 'RTS', 'Atmospheric', 'God Game', 'Capitalism']","Simulation, Strategy"
516,17470,"['Horror', 'Sci-fi', 'Action', 'Space', 'Survival Horror', 'Third Person', 'Atmospheric', 'Singleplayer', 'Third-Person Shooter', 'Gore', 'Shooter', 'Aliens', 'Dark', 'Futuristic', 'Story Rich', 'Silent Protagonist', 'Survival', 'Adventure', 'Zombies', 'Immersive']","Action, Adventure"
517,285900,"['Funny', 'Physics', 'Multiplayer', 'Colorful', 'Party Game', 'Party', 'Local Multiplayer', 'Fighting', 'Comedy', '3D Fighter', 'Casual', 'Soundtrack', '4 Player Local', 'Co-op', 'Family Friendly', ""Beat 'em up"", 'Memes', 'Third Person', 'Indie', 'Singleplayer']","Action, Adventure, Casual, Indie, Simulation"
518,394510,"['Online Co-Op', 'Co-op', 'Top-Down Shooter', 'Twin Stick Shooter', 'Local Co-Op', 'Action', 'Multiplayer', 'Sci-fi', '4 Player Local', 'Top-Down', 'Comedy', 'Shooter', 'Funny', 'Space', 'Difficult', 'Strategy', 'Mechs', 'Survival', 'Isometric', 'Hack and Slash']",Action
519,602960,"['Co-op', 'Multiplayer', 'Survival', 'Submarine', 'Survival Horror', '2D', 'Simulation', 'Underwater', 'Sci-fi', 'Horror', 'Strategy', 'Management', 'Action', 'Difficult', 'Gore', 'Moddable', 'Early Access', 'Violent', 'Singleplayer', 'Naval']","Action, Indie, Simulation, Strategy, Early Access"
520,1824220,"['Medieval', 'Multiplayer', 'Swordplay', 'Action', 'Combat', 'Wargame', 'Hack and Slash', 'First-Person', 'War', 'FPS', '3D', 'Third Person', 'Military', 'Atmospheric', 'Comedy', 'Historical', '3D Fighter', 'Tactical', 'Gore', 'Character Customization']",Action
521,389430,"['Free to Play', 'MMORPG', 'Massively Multiplayer', 'Action', 'PvP', 'Open World', 'Multiplayer', 'Adventure', 'RPG', 'Action-Adventure', 'War', 'Strategy', 'Survival', 'Action RPG', 'Character Customization', 'Casual', 'Fantasy', 'Anime', 'Horror', 'MOBA']","Action, Adventure, Free to Play, Massively Multiplayer, RPG"
522,848450,"['Open World Survival Craft', 'Survival', 'Underwater', 'Open World', 'Singleplayer', 'Exploration', 'Horror', 'Adventure', 'Base-Building', 'Crafting', 'First-Person', 'Survival Horror', 'Aliens', 'Sci-fi', 'Early Access', 'Multiplayer', 'Story Rich', 'Atmospheric', 'Great Soundtrack', 'Sandbox']","Adventure, Indie"
523,40990,"['Action', 'Classic', 'Story Rich', 'Crime', 'Open World', 'Atmospheric', 'Singleplayer', 'Third Person', 'Great Soundtrack', 'Adventure', 'Violent', 'Third-Person Shooter', 'Shooter', 'Difficult', 'Multiplayer', 'Racing', 'Cult Classic', 'Historical', 'Drama', 'Controller']","Action, Adventure"
524,307690,"['Open World', 'Action', 'Martial Arts', 'Crime', 'Singleplayer', 'Third Person', 'Story Rich', 'Adventure', 'Parkour', 'Multiplayer', 'Gore', 'Racing', 'Atmospheric', 'Mature', 'Shooter', 'Sandbox', 'Third-Person Shooter', 'Great Soundtrack', 'Fighting', 'Remake']","Action, Adventure, Racing"
525,244450,"['Strategy', 'World War II', 'War', 'Simulation', 'RTS', 'Action', 'Tactical', 'Military', 'Multiplayer', 'Real Time Tactics', 'Realistic', 'Tanks', 'Historical', 'Co-op', 'Singleplayer', 'Destruction', 'Atmospheric', 'Difficult', 'Classic', 'Adventure']","Action, Simulation, Strategy"
526,645630,"['Simulation', 'Automobile Sim', 'Driving', 'Building', 'Realistic', 'Racing', 'Singleplayer', 'First-Person', 'Multiplayer', 'Sandbox', 'Education', 'Crafting', 'Moddable', 'Open World', 'Physics', 'Management', 'Great Soundtrack', 'Strategy', 'Memes', 'Co-op']","Racing, Simulation"
527,376210,"['Dinosaurs', 'Survival', 'Open World', 'Multiplayer', 'Simulation', 'Hunting', 'Massively Multiplayer', 'Realistic', 'Adventure', 'Early Access', 'Action', 'Third Person', 'Co-op', 'Sandbox', 'Walking Simulator', 'Horror', 'Indie', 'Strategy', 'Team-Based', 'RPG']","Action, Adventure, Indie, Massively Multiplayer, Simulation, Early Access"
528,433340,"['Cute', 'Exploration', 'Adventure', 'Singleplayer', 'Open World', 'First-Person', 'Colorful', 'Funny', 'Sandbox', 'Simulation', 'Casual', 'Fantasy', 'Management', 'Indie', 'Family Friendly', 'Great Soundtrack', 'Female Protagonist', 'Early Access', 'Action', 'FPS']","Action, Adventure, Indie, Simulation"
529,4700,"['Strategy', 'Medieval', 'Historical', 'Turn-Based Strategy', 'Grand Strategy', 'War', 'RTS', 'Tactical', 'Singleplayer', 'Multiplayer', 'Moddable', 'Military', 'Turn-Based', 'Real Time Tactics', 'Classic', 'Simulation', 'Action', 'Sandbox', 'Great Soundtrack', '4X']",Strategy
530,282140,"['Horror', 'Psychological Horror', 'Survival Horror', 'Exploration', 'Atmospheric', 'Gore', 'Dark', 'Lovecraftian', 'Puzzle', 'First-Person', 'Adventure', 'Sci-fi', 'Indie', 'Singleplayer', 'Story Rich', 'Walking Simulator', 'Action', 'Mystery', 'Drama', 'Philosophical']","Action, Adventure, Indie"
531,1840,"['Animation & Modeling', 'Free to Play', 'Video Production', 'Software', 'Movie', 'Difficult', 'Sandbox', 'Funny', 'Comedy', 'Singleplayer', 'Moddable', 'Character Customization', 'Memes', 'Survival Horror', 'Anime', 'Games Workshop', 'Great Soundtrack', 'Sexual Content', '3D', 'Family Friendly']","Animation & Modeling, Video Production"
532,367500,"['RPG', 'Open World', 'Character Customization', 'Action', 'Fantasy', 'Adventure', 'Singleplayer', 'Action RPG', 'Dragons', 'Third Person', 'Dark Fantasy', 'Magic', 'Exploration', 'Atmospheric', 'Great Soundtrack', 'Story Rich', 'Difficult', 'JRPG', 'Multiplayer', 'Hack and Slash']","Action, Adventure, RPG"
533,67370,"['FPS', 'Action', 'Gore', 'Shooter', 'Dark', 'Singleplayer', 'Co-op', 'Horror', 'First-Person', 'Violent', 'Multiplayer', 'Atmospheric', 'Story Rich', 'Supernatural', 'Comic Book', 'Short', 'Multiple Endings', 'Adventure', 'Nudity', 'Funny']",Action
534,274940,"['Action', 'Multiplayer', 'Underwater', 'Gore', 'Team-Based', 'Horror', 'Survival', 'PvP', 'Co-op', 'FPS', 'Shooter', 'Hunting', 'First-Person', 'Survival Horror', 'Atmospheric', 'Indie', 'Exploration', 'Simulation', 'Adventure', 'Singleplayer']","Action, Indie"
535,1627140,"['Turn-Based Tactics', 'Military', 'Isometric', 'Turn-Based Combat', 'Pixel Graphics', 'Tactical', 'Strategy', 'Retro', 'Character Customization', 'Resource Management', 'Tactical RPG', 'Turn-Based Strategy', 'Inventory Management', ""1990's"", 'Strategy RPG', 'Combat', 'Simulation', 'Singleplayer', 'Difficult', 'RPG']","RPG, Strategy"
536,900883,"['RPG', 'Open World', 'Fantasy', 'Singleplayer', 'Moddable', 'First-Person', 'Adventure', 'Exploration', 'Great Soundtrack', 'Magic', 'Action', 'Character Customization', 'Story Rich', 'Atmospheric', 'Sandbox', 'Medieval', 'Classic', 'Action RPG', 'Third Person', 'Dark Fantasy']",
537,113020,"['Co-op', 'Stealth', 'Indie', 'Heist', 'Local Co-Op', 'Strategy', 'Online Co-Op', 'Top-Down', 'Action', 'Multiplayer', 'Crime', 'Casual', 'Great Soundtrack', 'Adventure', 'Pixel Graphics', 'Local Multiplayer', 'Controller', '2D', 'Singleplayer', 'Loot']","Action, Adventure, Casual, Indie, Strategy"
538,1466860,"['Strategy', 'RTS', 'Multiplayer', 'Singleplayer', 'Medieval', 'War', 'Resource Management', 'Base-Building', 'Historical', 'City Builder', 'Action RTS', 'PvP', 'PvE', '3D', 'Co-op', 'Isometric', 'Open World', 'Management', 'Online Co-Op', 'Mature']",Strategy
539,2310,"['FPS', 'Classic', 'Action', 'Shooter', ""1990's"", 'Multiplayer', 'Singleplayer', 'Gore', 'Old School', 'First-Person', 'Retro', 'Great Soundtrack', 'Horror', 'Fast-Paced', 'Moddable', 'Atmospheric', 'Sci-fi', 'Co-op', 'Arena Shooter', 'Competitive']",Action
540,493340,"['Simulation', 'Building', 'Management', 'Family Friendly', 'Sandbox', 'Relaxing', 'Strategy', 'Realistic', 'Great Soundtrack', 'Economy', 'Funny', 'Atmospheric', 'Singleplayer', 'Colorful', 'Third Person', 'City Builder', 'Casual', 'God Game', '3D', 'First-Person']","Action, Adventure, Casual, Simulation, Strategy"
541,234650,"['RPG', 'Cyberpunk', 'Turn-Based', 'Isometric', 'Sci-fi', 'Indie', 'Strategy', 'Singleplayer', 'Tactical', 'Adventure', 'Moddable', 'Kickstarter', 'CRPG', 'Story Rich', 'Fantasy', 'Atmospheric', 'Crowdfunded', 'Turn-Based Strategy', 'Dystopian ', 'Female Protagonist']","Adventure, Indie, RPG, Strategy"
542,527230,"['RPG', 'Open World', 'Strategy', 'Online Co-Op', 'Rogue-like', 'Turn-Based', 'Multiplayer', 'Co-op', 'Turn-Based Combat', 'Adventure', 'Tabletop', 'Rogue-lite', 'Turn-Based Strategy', 'Party-Based RPG', 'Indie', 'Board Game', 'Fantasy', 'Local Co-Op', 'Hex Grid', 'Strategy RPG']","Adventure, Indie, RPG, Strategy"
543,788100,"['Rogue-like', 'Platformer', 'Loot', 'Procedural Generation', 'Singleplayer', 'Pixel Graphics', 'Replay Value', 'Cyberpunk', 'Shooter', 'Adventure', 'Rogue-lite', 'Action Roguelike', 'RPG', 'Dungeon Crawler', '2D Platformer', 'Bullet Hell', 'Action', '2D', 'Action-Adventure', 'Character Customization']","Action, Adventure, Indie, RPG"
544,881100,"['Physics', 'Difficult', 'Rogue-like', 'Pixel Graphics', 'Dungeon Crawler', 'Indie', 'Open World', 'Perma Death', '2D', 'Sandbox', 'Action', 'Action Roguelike', 'RPG', 'Rogue-lite', 'Gun Customization', '2D Platformer', 'Action-Adventure', 'Mythology', 'Dark Humor', 'Crafting']","Action, Adventure, Indie, RPG, Simulation"
545,453480,"['Free to Play', 'Card Battler', 'Trading Card Game', 'Deckbuilding', 'Anime', 'Card Game', 'Strategy', 'Multiplayer', 'Fantasy', 'Turn-Based', 'Sexual Content', 'Nudity', 'PvP', 'Competitive', 'Singleplayer', 'Cute', 'Casual', 'RPG', 'JRPG', 'Adventure']","Free to Play, Strategy"
546,480490,"['Sci-fi', 'Space', 'Immersive Sim', 'Singleplayer', 'Atmospheric', 'Horror', 'FPS', 'First-Person', 'Story Rich', 'Exploration', 'Action', 'Aliens', 'Futuristic', 'Survival Horror', 'Stealth', 'Adventure', 'Psychological Horror', 'RPG', 'Open World', 'Great Soundtrack']","Action, Adventure"
547,442080,"['Free to Play', 'Massively Multiplayer', 'RPG', 'MMORPG', 'Adventure', 'Dragons', 'Open World', 'Multiplayer', 'Fantasy', 'Character Customization', 'Action', 'Fighting', 'Action RPG', 'PvP', 'Co-op', 'Singleplayer', 'First-Person', 'Survival', 'Anime', 'FPS']","Adventure, Free to Play, Massively Multiplayer, RPG"
548,524220,"['Great Soundtrack', 'Story Rich', 'Female Protagonist', 'Action', 'Hack and Slash', 'RPG', 'Open World', 'JRPG', 'Anime', 'Post-apocalyptic', 'Singleplayer', 'Robots', 'Atmospheric', 'Sci-fi', 'Nudity', 'Adventure', 'Bullet Hell', 'Spectacle fighter', 'Character Action Game', 'Violent']","Action, RPG"
549,578310,"['Free to Play', '2D', 'Shooter', 'Multiplayer', 'Pixel Graphics', 'Action', 'Survival', 'Massively Multiplayer', 'Platformer', 'Indie', 'Violent', 'Co-op', 'Gun Customization', 'Side Scroller', 'War', 'Post-apocalyptic', 'Gore', 'Local Multiplayer', 'Casual', 'Singleplayer']","Action, Free to Play, Indie, Massively Multiplayer"
550,349700,"['Free to Play', 'Zombies', 'Survival', 'Open World Survival Craft', 'Multiplayer', 'Open World', 'Action', 'Shooter', 'First-Person', 'Crafting', 'Co-op', 'Online Co-Op', 'Massively Multiplayer', 'FPS', 'Adventure', 'Survival Horror', 'Sandbox', 'Singleplayer', 'Horror', 'Walking Simulator']","Action, Free to Play, Indie, Massively Multiplayer"
551,809960,"['Battle Royale', 'Free to Play', 'Action', 'Massively Multiplayer', 'Multiplayer', 'Survival', 'Adventure', 'Early Access', 'Indie', 'Third-Person Shooter', 'Shooter', 'Open World', '1980s', 'PvP', 'Character Customization', 'FPS', 'Memes', 'Co-op', 'Anime', 'BMX']","Action, Adventure, Free to Play, Indie, Massively Multiplayer, Early Access"
552,1399780,"['Free to Play', 'Multiplayer', 'Magic', 'Battle Royale', 'PvP', 'Fantasy', 'Third Person', 'Action', 'RPG', 'Third-Person Shooter', 'Action RPG', 'Stylized', 'Colorful', 'Team-Based', 'Adventure', 'Class-Based', 'Controller', 'Co-op', 'Party', '3D']","Action, Adventure, Free to Play, RPG"
553,206500,"['Free to Play', 'Strategy', 'Multiplayer', 'Mechs', 'RTS', 'MOBA', 'Action', 'Robots', 'Online Co-Op', 'Indie', 'Co-op', 'Sci-fi', 'PvP', 'Shooter', 'Massively Multiplayer', 'Early Access', 'Singleplayer', 'Adventure', 'Fast-Paced', 'RPG']","Action, Free to Play, Indie, Strategy"
554,471710,"['Free to Play', 'VR', 'Multiplayer', 'Online Co-Op', 'Funny', 'Massively Multiplayer', 'First-Person', 'Casual', 'Co-op', 'Adventure', 'Sports', 'Sandbox', 'Action', 'Family Friendly', 'Simulation', 'FPS', 'Horror', 'Early Access', 'Hentai', 'Singleplayer']","Adventure, Casual, Free to Play, Massively Multiplayer"
555,22330,"['RPG', 'Open World', 'Fantasy', 'Singleplayer', 'Moddable', 'First-Person', 'Adventure', 'Exploration', 'Great Soundtrack', 'Magic', 'Action', 'Character Customization', 'Story Rich', 'Atmospheric', 'Sandbox', 'Medieval', 'Classic', 'Action RPG', 'Third Person', 'Dark Fantasy']",RPG
556,319830,"['Action', 'Indie', 'Simulation', 'Sci-fi', 'Flight', 'Futuristic', 'Free to Play', 'Shooter']","Action, Indie, Simulation"
557,644930,"['Base-Building', 'Colony Sim', 'Strategy', 'Zombies', 'Survival', 'RTS', 'Tower Defense', 'City Builder', 'Steampunk', 'Building', 'Post-apocalyptic', 'Singleplayer', 'Resource Management', 'Real-Time with Pause', 'Difficult', 'Tactical', 'Management', 'Early Access', 'Indie', 'Isometric']",Strategy
558,113420,"['Free to Play', 'Survival', 'Open World', 'Multiplayer', 'Post-apocalyptic', 'Zombies', 'Massively Multiplayer', 'Crafting', 'RPG', 'Shooter', 'FPS', 'Adventure', 'Sandbox', 'Co-op', 'First-Person', 'Action', 'Singleplayer', 'MMORPG', 'Third-Person Shooter', 'Action RPG']","Free to Play, Massively Multiplayer, RPG"
559,312530,"['Multiplayer', 'Funny', 'Pixel Graphics', 'Local Multiplayer', 'Action', '2D', '4 Player Local', 'Platformer', 'Indie', 'Fast-Paced', 'Comedy', 'Shooter', 'Competitive', 'Retro', 'Local Co-Op', 'Great Soundtrack', 'Co-op', 'Memes', 'Casual', '1980s']","Action, Indie"
560,901242,"['RPG', 'Sci-fi', 'Story Rich', 'Third-Person Shooter', 'Action', 'Space', 'Singleplayer', 'Great Soundtrack', 'Choices Matter', 'Adventure', 'Cinematic', 'Romance', 'Third Person', 'Character Customization', 'Shooter', 'Atmospheric', 'Female Protagonist', 'Action RPG', 'Real-Time with Pause', 'Classic']",RPG
561,1058020,"['Action', 'Multiplayer', 'Classic', 'FPS', 'Third-Person Shooter', 'Sci-fi', 'Singleplayer', 'Shooter', 'Space', 'First-Person', 'Great Soundtrack', 'Third Person', 'Co-op', 'Controller', 'Moddable']",Action
562,214420,"['Free to Play', 'Multiplayer', 'Robots', 'Action', 'Shooter', 'Building', 'Tanks', 'PvP', 'Third Person', 'War', 'Massively Multiplayer', 'Sandbox', 'Indie', 'Open World', 'Strategy', 'Funny', 'Simulation', 'FPS', 'Adventure', 'Singleplayer']","Action, Free to Play, Indie"
563,939960,"['Open World', 'FPS', 'Action', 'Co-op', 'Post-apocalyptic', 'Multiplayer', 'Adventure', 'First-Person', 'Shooter', 'Online Co-Op', 'Singleplayer', 'Stealth', 'Story Rich', 'Survival', 'RPG', 'Sandbox', 'Female Protagonist', 'Action RPG', 'Casual', 'Psychological Horror']","Action, Adventure"
564,418460,"['FPS', 'War', 'Realistic', 'Military', 'Multiplayer', 'Shooter', 'Tactical', 'Action', 'First-Person', 'Historical', 'Team-Based', 'Simulation', 'Gore', 'Cold War', 'Atmospheric', 'Singleplayer', 'Massively Multiplayer', 'Violent', 'Strategy', 'Indie']","Action, Massively Multiplayer, Simulation, Strategy"
565,9340,"['Strategy', 'RTS', 'World War II', 'Action', 'Singleplayer', 'Multiplayer', 'Military', 'Tactical', 'War', 'Tanks', 'Base-Building', 'Historical', 'Co-op', 'Simulation', 'Online Co-Op']","Action, Strategy"
566,298240,"['Shooter', 'Free to Play', 'FPS', 'Multiplayer', 'Action', 'War', 'First-Person', 'Tanks', 'Third-Person Shooter', 'Simulation', 'Open World', 'Singleplayer', 'PvP', 'Third Person', 'Indie', 'Co-op', 'Controller', 'Early Access', 'Casual', 'Adventure']","Action, Casual, Free to Play, Indie, Simulation"
567,893520,"['Multiplayer', 'Battle Royale', 'Action', 'Free to Play', 'Shooter', 'FPS', 'Building', 'Massively Multiplayer', 'First-Person', 'Third Person', 'Third-Person Shooter', 'PvP', 'Adventure', 'Controller', 'Casual', 'Destruction', 'Survival', 'Co-op', 'Open World', 'Online Co-Op']","Action, Adventure, Casual, Massively Multiplayer"
568,414340,"['Atmospheric', 'Psychological', 'Female Protagonist', 'Story Rich', 'Mythology', 'Singleplayer', 'Dark', 'Adventure', 'Third Person', 'Horror', 'Dark Fantasy', 'Action', 'Violent', 'Indie', 'Walking Simulator', 'Hack and Slash', 'Action-Adventure', 'Fantasy', 'Realistic', 'Blood']","Action, Adventure, Indie"
